provider_id,specialty,region,beneficiary_count,claims_per_beneficiary,avg_allowed_amount,risk_adjustment_score,high_level_code_rate,duplicate_claim_rate,modifier_59_rate,weekend_service_rate,denial_rate,referral_concentration,peer_z_allowed,total_allowed_amount,injected_typology,review_flag
NPI2000003580,Internal Medicine,Midwest,97,5.64,196.53,0.99,0.221,0.036,0.067,0.03,0.088,0.126,2.49,106158.32,No injected typology,0
NPI2000003581,Radiology,West,185,4.71,88.34,0.81,0.68,0.036,0.014,0.038,0.04,0.146,-2.74,62611.69,No injected typology,0
NPI2000003582,Orthopedics,West,68,9.12,1085.25,0.81,0.034,0.137,0.099,0.036,0.045,0.163,1.2,544357.22,No injected typology,0
NPI2000003583,Pain Management,Northeast,194,4.52,530.97,1.18,0.083,0.006,0.009,0.007,0.024,0.447,-0.53,547324.07,No injected typology,0
NPI2000003584,Pain Management,West,145,7.32,560.48,1.03,0.079,0.033,0.066,0.06,0.049,0.122,1.22,609868.52,No injected typology,0
NPI2000003585,Internal Medicine,Midwest,392,7.2,795.95,1.22,0.206,0.016,0.071,0.064,0.042,0.305,0.1,2743544.95,No injected typology,0
NPI2000003586,Oncology,Midwest,119,5.85,272.92,0.71,0.274,0.052,0.017,0.144,0.122,0.166,1.32,134681.88,No injected typology,0
NPI2000003587,Oncology,South,115,7.31,333.68,1.01,0.246,0.041,0.066,0.004,0.03,0.464,-0.3,284019.27,No injected typology,0
NPI2000003588,Home Health,Midwest,60,7.56,543.53,0.98,0.199,0.017,0.038,0.094,0.133,0.128,0.52,242224.01,No injected typology,0
NPI2000003589,Internal Medicine,Midwest,254,7.29,1205.14,0.97,0.424,0.008,0.038,0.066,0.125,0.074,0.71,2161699.29,No injected typology,0
NPI2000003590,Home Health,Northeast,71,3.84,360.3,0.91,0.17,0.014,0.238,0.037,0.046,0.318,2.55,89274.55,No injected typology,0
NPI2000003591,Lab,Midwest,373,7.74,422.6,0.97,0.097,0.02,0.065,0.067,0.088,0.222,0.95,1179805.15,No injected typology,0
NPI2000003592,Orthopedics,Midwest,73,7.4,253.38,0.87,0.015,0.022,0.169,0.054,0.055,0.325,-1.63,118828.75,No injected typology,0
NPI2000003593,Internal Medicine,West,100,6.5,1159.43,1.2,0.317,0.012,0.061,0.113,0.226,0.154,1.09,903563.56,No injected typology,0
NPI2000003594,Radiology,Northeast,45,5.29,138.46,1.15,0.339,0.026,0.106,0.014,0.309,0.313,-2.65,37931.27,No injected typology,0
NPI2000003595,Home Health,Northeast,162,5.73,638.6,1.02,0.454,0.144,0.049,0.051,0.034,0.224,0.61,603395.03,No injected typology,0
NPI2000003596,Orthopedics,West,221,2.55,415.76,1.22,0.102,0.043,0.046,0.014,0.028,0.117,0.92,285159.65,No injected typology,0
NPI2000003597,Cardiology,Midwest,454,7.74,187.76,1.2,0.266,0.088,0.112,0.017,0.076,0.307,0.43,793360.09,No injected typology,0
NPI2000003598,Oncology,Midwest,256,3.58,194.38,1.04,0.239,0.06,0.1,0.114,0.142,0.166,-1.21,184844.18,No injected typology,0
NPI2000003599,Internal Medicine,Midwest,171,8.0,494.23,0.99,0.287,0.017,0.117,0.009,0.138,0.185,-0.07,666333.2,No injected typology,0
NPI2000003600,Cardiology,South,111,6.66,237.83,0.79,0.076,0.147,0.053,0.049,0.009,0.348,1.73,138973.0,No injected typology,0
NPI2000003601,Pain Management,West,141,8.29,317.74,0.6,0.455,0.358,0.225,0.024,0.158,0.102,-1.54,224363.41,Duplicate billing,1
NPI2000003602,DME Supplier,South,629,4.51,289.94,1.41,0.073,0.007,0.04,0.068,0.465,0.053,2.82,1162874.0,DME aberrancy,1
NPI2000003603,Cardiology,West,517,5.06,332.33,0.89,0.227,0.062,0.166,0.783,0.161,0.142,1.59,774679.06,Impossible frequency,1
NPI2000003604,DME Supplier,Midwest,267,5.97,235.55,0.91,0.279,0.052,0.069,0.078,0.121,0.365,-1.79,341137.43,No injected typology,0
NPI2000003605,Internal Medicine,South,77,2.85,496.05,0.73,0.252,0.015,0.232,0.015,0.09,0.21,0.16,79859.74,No injected typology,0
NPI2000003606,DME Supplier,South,193,4.34,272.91,1.23,0.419,0.037,0.157,0.174,0.021,0.055,0.63,280522.08,No injected typology,0
NPI2000003607,Internal Medicine,Northeast,260,6.91,407.46,1.18,0.228,0.026,0.005,0.018,0.04,0.492,1.88,866130.94,No injected typology,0
NPI2000003608,Orthopedics,West,85,9.39,356.51,0.73,0.398,0.014,0.025,0.126,0.135,0.275,-0.5,208883.76,No injected typology,0
NPI2000003609,Radiology,Northeast,225,4.38,538.58,1.4,0.087,0.005,0.057,0.171,0.357,0.155,-1.02,742584.37,No injected typology,0
NPI2000003610,Internal Medicine,Midwest,235,7.41,144.23,0.9,0.287,0.034,0.096,0.801,0.101,0.093,-0.01,226162.88,Impossible frequency,1
NPI2000003611,Internal Medicine,South,163,5.18,279.68,1.08,0.371,0.001,0.277,0.085,0.089,0.174,1.35,256304.21,No injected typology,0
NPI2000003612,Oncology,West,108,6.36,367.31,1.19,0.225,0.027,0.214,0.028,0.049,0.136,0.31,299830.94,No injected typology,0
NPI2000003613,Orthopedics,South,366,7.26,724.93,0.96,0.228,0.07,0.723,0.03,0.006,0.086,4.2,1854943.97,Unbundling/modifier abuse,1
NPI2000003614,Internal Medicine,Midwest,119,5.83,908.03,1.49,0.311,0.01,0.197,0.031,0.037,0.284,-0.35,938032.2,No injected typology,0
NPI2000003615,Orthopedics,Midwest,232,6.11,172.96,1.17,0.19,0.028,0.036,0.132,0.134,0.411,-2.25,286263.09,No injected typology,0
NPI2000003616,Cardiology,South,283,5.76,554.89,1.07,0.315,0.022,0.221,0.046,0.104,0.321,0.34,969265.41,No injected typology,0
NPI2000003617,Lab,South,110,6.07,566.47,1.24,0.027,0.01,0.155,0.297,0.086,0.285,-0.29,469492.17,No injected typology,0
NPI2000003618,Lab,West,234,6.66,449.17,1.11,0.223,0.029,0.056,0.024,0.075,0.099,-0.25,776594.67,No injected typology,0
NPI2000003619,Radiology,Northeast,374,7.18,439.52,1.41,0.249,0.11,0.058,0.768,0.086,0.099,0.53,1661045.6,Impossible frequency,1
NPI2000003620,Home Health,West,247,5.54,314.95,0.92,0.158,0.014,0.026,0.01,0.081,0.289,-1.83,394558.65,No injected typology,0
NPI2000003621,DME Supplier,South,140,5.44,1029.93,0.86,0.14,0.11,0.514,0.033,0.112,0.368,3.46,676040.08,Unbundling/modifier abuse,1
NPI2000003622,Internal Medicine,Midwest,198,5.41,264.69,1.05,0.818,0.04,0.044,0.011,0.077,0.318,3.08,297894.52,Upcoding,1
NPI2000003623,Home Health,Northeast,147,4.83,456.49,1.24,0.194,0.023,0.123,0.061,0.109,0.319,-0.6,400306.26,No injected typology,0
NPI2000003624,Orthopedics,Northeast,116,6.55,1136.72,1.28,0.264,0.056,0.031,0.096,0.063,0.151,0.2,1103647.72,No injected typology,0
NPI2000003625,Cardiology,Midwest,166,7.77,189.38,0.76,0.245,0.021,0.03,0.045,0.038,0.47,0.98,185628.8,No injected typology,0
NPI2000003626,DME Supplier,West,143,8.0,428.17,0.71,0.222,0.113,0.073,0.065,0.156,0.279,1.21,349406.77,No injected typology,0
NPI2000003627,Cardiology,South,115,4.47,477.63,0.82,0.118,0.065,0.289,0.041,0.138,0.336,0.51,201699.88,No injected typology,0
NPI2000003628,Oncology,South,102,5.29,206.52,0.9,0.195,0.029,0.049,0.041,0.124,0.15,-0.72,99718.5,No injected typology,0
NPI2000003629,DME Supplier,Midwest,71,5.92,277.17,1.15,0.176,0.482,0.06,0.022,0.118,0.225,0.02,134096.8,Duplicate billing,1
NPI2000003630,Radiology,Northeast,210,6.58,256.34,1.3,0.438,0.006,0.048,0.013,0.267,0.369,-0.1,459279.84,No injected typology,0
NPI2000003631,Internal Medicine,Northeast,115,7.99,414.38,1.16,0.184,0.013,0.25,0.028,0.145,0.322,0.86,440396.1,No injected typology,0
NPI2000003632,Internal Medicine,Northeast,301,5.86,495.3,0.97,0.319,0.019,0.077,0.023,0.108,0.307,-0.52,847692.31,No injected typology,0
NPI2000003633,Internal Medicine,South,160,4.6,353.64,0.99,0.223,0.016,0.02,0.014,0.205,0.202,0.08,257818.39,No injected typology,0
NPI2000003634,Internal Medicine,South,183,8.01,129.56,1.07,0.042,0.014,0.059,0.061,0.118,0.165,-2.58,202580.29,No injected typology,0
NPI2000003635,DME Supplier,Northeast,136,7.8,165.82,1.27,0.179,0.02,0.178,0.025,0.177,0.151,-0.39,222639.27,No injected typology,0
NPI2000003636,Home Health,Northeast,317,6.3,528.07,0.73,0.445,0.036,0.068,0.03,0.158,0.282,0.41,768424.49,No injected typology,0
NPI2000003637,Lab,Midwest,69,5.74,551.9,1.04,0.055,0.039,0.149,0.007,0.109,0.304,-0.66,226521.55,No injected typology,0
NPI2000003638,Internal Medicine,South,160,4.39,749.6,0.88,0.148,0.034,0.275,0.009,0.148,0.066,0.91,463220.38,No injected typology,0
NPI2000003639,Pain Management,South,208,5.65,521.15,1.2,0.111,0.017,0.02,0.173,0.065,0.137,1.68,736613.82,No injected typology,0
NPI2000003640,Home Health,South,94,4.01,644.97,1.02,0.153,0.003,0.061,0.056,0.06,0.403,-0.16,247704.77,No injected typology,0
NPI2000003641,Orthopedics,Midwest,126,5.86,392.27,0.92,0.265,0.013,0.12,0.066,0.075,0.027,0.72,267737.9,No injected typology,0
NPI2000003642,Internal Medicine,Midwest,135,6.05,518.22,0.82,0.06,0.053,0.122,0.253,0.029,0.288,0.74,346144.87,No injected typology,0
NPI2000003643,Internal Medicine,West,706,6.79,416.84,1.15,0.158,0.09,0.094,0.001,0.112,0.157,1.49,2297061.84,No injected typology,0
NPI2000003644,Internal Medicine,South,389,7.69,288.25,1.46,0.051,0.012,0.037,0.13,0.006,0.093,-0.67,1259409.81,No injected typology,0
NPI2000003645,Orthopedics,South,263,4.89,699.42,0.98,0.065,0.018,0.099,0.038,0.244,0.437,0.85,883578.83,No injected typology,0
NPI2000003646,Internal Medicine,Northeast,658,6.08,196.87,0.55,0.145,0.043,0.135,0.198,0.049,0.264,-2.69,433457.76,No injected typology,0
NPI2000003647,Oncology,Midwest,569,6.53,295.4,1.12,0.251,0.022,0.146,0.012,0.115,0.048,-0.73,1225766.34,No injected typology,0
NPI2000003648,Home Health,Midwest,274,8.12,388.67,0.71,0.501,0.003,0.05,0.312,0.225,0.166,0.01,615088.77,No injected typology,0
NPI2000003649,Internal Medicine,Northeast,180,5.06,175.82,1.03,0.355,0.038,0.292,0.124,0.087,0.256,0.48,164510.06,No injected typology,0
NPI2000003650,Home Health,West,72,7.39,191.99,1.22,0.04,0.081,0.097,0.056,0.101,0.033,-1.95,124914.33,No injected typology,0
NPI2000003651,Pain Management,Midwest,83,7.55,698.68,0.78,0.11,0.05,0.313,0.105,0.067,0.272,1.61,339661.84,No injected typology,0
NPI2000003652,Lab,West,132,5.92,747.9,0.62,0.085,0.045,0.32,0.053,0.118,0.289,0.49,362192.7,No injected typology,0
NPI2000003653,Internal Medicine,Northeast,134,8.55,316.98,0.55,0.022,0.036,0.024,0.008,0.036,0.485,-0.71,199631.79,No injected typology,0
NPI2000003654,Orthopedics,Northeast,238,4.75,266.4,1.2,0.537,0.407,0.03,0.148,0.024,0.099,0.67,361261.39,Duplicate billing,1
NPI2000003655,Pain Management,West,90,6.98,538.79,0.88,0.069,0.006,0.046,0.015,0.107,0.106,-1.25,297951.15,No injected typology,0
NPI2000003656,DME Supplier,West,289,5.74,707.35,0.66,0.337,0.012,0.007,0.115,0.134,0.172,0.0,776311.96,No injected typology,0
NPI2000003657,Internal Medicine,South,106,6.36,210.08,1.04,0.212,0.013,0.052,0.018,0.195,0.107,0.33,147053.46,No injected typology,0
NPI2000003658,Lab,South,163,6.89,779.08,0.73,0.435,0.039,0.036,0.067,0.09,0.313,-0.48,641689.42,No injected typology,0
NPI2000003659,Internal Medicine,Northeast,81,9.3,260.69,1.19,0.082,0.011,0.045,0.112,0.104,0.055,-0.54,232799.59,No injected typology,0
NPI2000003660,Pain Management,South,180,3.91,206.17,0.93,0.221,0.12,0.066,0.064,0.258,0.109,0.23,134685.38,No injected typology,0
NPI2000003661,DME Supplier,Midwest,53,8.74,505.18,0.99,0.118,0.009,0.164,0.005,0.091,0.189,-0.35,232730.3,No injected typology,0
NPI2000003662,Pain Management,South,154,4.52,96.78,1.64,0.235,0.001,0.123,0.022,0.165,0.179,0.73,110061.35,No injected typology,0
NPI2000003663,Orthopedics,South,258,3.64,329.5,1.02,0.541,0.027,0.067,0.642,0.048,0.341,-1.07,314576.23,Impossible frequency,1
NPI2000003664,Radiology,Northeast,55,6.78,410.29,0.92,0.137,0.062,0.092,0.122,0.077,0.099,0.87,141498.97,No injected typology,0
NPI2000003665,DME Supplier,South,136,6.09,765.58,1.08,0.939,0.022,0.125,0.079,0.058,0.238,5.74,682949.3,Upcoding,1
NPI2000003666,Home Health,South,88,7.56,276.17,0.84,0.469,0.06,0.112,0.102,0.096,0.038,0.8,154949.59,No injected typology,0
NPI2000003667,Radiology,Midwest,125,5.55,410.94,1.08,0.099,0.067,0.113,0.032,0.219,0.236,0.54,308528.71,No injected typology,0
NPI2000003668,Oncology,Midwest,104,6.9,527.93,1.2,0.054,0.056,0.099,0.122,0.333,0.12,-0.41,456277.39,No injected typology,0
NPI2000003669,Pain Management,South,242,3.82,566.52,0.9,0.044,0.011,0.159,0.039,0.155,0.155,-1.05,472399.22,No injected typology,0
NPI2000003670,Orthopedics,South,503,5.22,349.93,1.02,0.261,0.005,0.114,0.004,0.246,0.428,-1.13,937979.11,No injected typology,0
NPI2000003671,Oncology,West,213,4.42,350.95,0.86,0.153,0.074,0.106,0.066,0.122,0.136,-0.54,285202.8,No injected typology,0
NPI2000003672,Oncology,South,149,3.95,198.98,1.31,0.07,0.005,0.038,0.095,0.091,0.441,0.8,153809.16,No injected typology,0
NPI2000003673,Lab,Midwest,30,5.89,307.42,1.6,0.139,0.048,0.062,0.083,0.105,0.314,1.27,87098.99,No injected typology,0
NPI2000003674,Cardiology,South,87,9.43,541.78,1.2,0.189,0.047,0.647,0.017,0.179,0.349,4.4,534531.42,Unbundling/modifier abuse,1
NPI2000003675,Lab,Northeast,186,5.45,275.76,1.0,0.172,0.03,0.578,0.11,0.183,0.431,1.95,279016.74,Unbundling/modifier abuse,1
NPI2000003676,Home Health,Northeast,101,7.51,576.09,0.98,0.114,0.087,0.098,0.012,0.103,0.672,0.37,427888.22,No injected typology,0
NPI2000003677,DME Supplier,South,246,5.72,253.66,1.15,0.103,0.007,0.082,0.271,0.071,0.448,-0.88,410398.7,No injected typology,0
NPI2000003678,Internal Medicine,West,200,7.96,155.7,0.91,0.075,0.006,0.09,0.04,0.195,0.29,-0.64,224944.05,No injected typology,0
NPI2000003679,Internal Medicine,Northeast,169,4.52,261.29,1.54,0.123,0.042,0.138,0.084,0.155,0.246,0.0,307676.65,No injected typology,0
NPI2000003680,Lab,Midwest,160,8.1,627.65,1.26,0.14,0.005,0.078,0.031,0.238,0.272,2.53,1027621.3,No injected typology,0
NPI2000003681,Cardiology,Northeast,225,6.42,653.39,0.55,0.105,0.019,0.14,0.583,0.055,0.172,0.1,519460.21,Impossible frequency,1
NPI2000003682,Pain Management,Northeast,250,4.35,615.4,1.2,0.196,0.039,0.35,0.032,0.102,0.139,0.31,805431.2,No injected typology,0
NPI2000003683,Orthopedics,Midwest,109,4.53,394.02,0.74,0.127,0.032,0.012,0.012,0.023,0.395,-0.88,143469.88,No injected typology,0
NPI2000003684,Orthopedics,West,194,7.55,352.88,1.3,0.58,0.063,0.103,0.067,0.252,0.311,0.15,671664.53,No injected typology,0
NPI2000003685,Orthopedics,South,62,6.67,192.09,1.01,0.035,0.014,0.05,0.069,0.031,0.251,-0.97,80204.15,No injected typology,0
NPI2000003686,Cardiology,South,230,4.31,276.96,1.15,0.21,0.036,0.096,0.006,0.061,0.35,-0.07,316106.5,No injected typology,0
NPI2000003687,Lab,South,350,4.09,254.44,1.15,0.242,0.007,0.096,0.021,0.144,0.437,1.38,417950.41,No injected typology,0
NPI2000003688,DME Supplier,South,262,5.12,450.72,0.99,0.121,0.028,0.056,0.055,0.117,0.475,0.34,600289.94,No injected typology,0
NPI2000003689,Cardiology,South,173,4.45,530.59,1.11,0.138,0.019,0.054,0.052,0.161,0.347,2.2,453118.64,No injected typology,0
NPI2000003690,Cardiology,Midwest,207,6.22,373.44,1.02,0.152,0.008,0.145,0.226,0.015,0.41,-0.19,491166.47,No injected typology,0
NPI2000003691,Lab,Northeast,242,9.52,269.47,0.92,0.266,0.025,0.121,0.011,0.235,0.288,0.13,570581.43,No injected typology,0
NPI2000003692,Radiology,West,147,6.86,535.97,0.73,0.219,0.015,0.012,0.268,0.237,0.444,0.92,394138.82,No injected typology,0
NPI2000003693,Lab,Northeast,729,4.97,550.49,0.97,0.118,0.002,0.033,0.074,0.264,0.389,-0.79,1934415.31,No injected typology,0
NPI2000003694,DME Supplier,West,195,6.88,372.86,1.24,0.024,0.361,0.121,0.248,0.033,0.45,-1.1,622203.97,Duplicate billing,1
NPI2000003695,Orthopedics,Midwest,189,5.4,234.95,1.49,0.245,0.04,0.315,0.037,0.067,0.057,-1.25,356421.14,No injected typology,0
NPI2000003696,Cardiology,Northeast,120,5.02,182.18,1.22,0.175,0.029,0.274,0.051,0.194,0.387,0.48,133452.57,No injected typology,0
NPI2000003697,Orthopedics,Midwest,260,6.76,400.83,1.17,0.062,0.023,0.041,0.144,0.152,0.184,1.1,826115.06,No injected typology,0
NPI2000003698,Internal Medicine,Northeast,158,2.81,757.63,1.08,0.17,0.084,0.038,0.18,0.044,0.187,1.45,364903.47,No injected typology,0
NPI2000003699,Cardiology,South,275,5.17,265.07,0.81,0.291,0.089,0.014,0.014,0.16,0.287,-0.44,306041.25,No injected typology,0
NPI2000003700,Orthopedics,West,227,10.45,196.1,0.95,0.223,0.041,0.162,0.049,0.244,0.143,-0.35,443422.2,No injected typology,0
NPI2000003701,Internal Medicine,South,71,4.73,141.58,0.87,0.109,0.066,0.035,0.127,0.054,0.094,-2.41,41432.26,No injected typology,0
NPI2000003702,Internal Medicine,Midwest,172,6.45,445.73,0.88,0.047,0.025,0.149,0.052,0.106,0.056,1.69,433731.61,No injected typology,0
NPI2000003703,Internal Medicine,West,275,7.16,394.74,0.99,0.326,0.013,0.216,0.095,0.299,0.275,-0.44,767243.95,No injected typology,0
NPI2000003704,Orthopedics,Midwest,293,4.95,270.72,0.88,0.223,0.001,0.063,0.055,0.006,0.081,-0.42,346187.41,No injected typology,0
NPI2000003705,Oncology,Midwest,182,5.3,196.32,1.06,0.272,0.057,0.04,0.049,0.085,0.076,-0.5,200118.28,No injected typology,0
NPI2000003706,Oncology,West,63,8.88,778.49,0.87,0.037,0.022,0.034,0.044,0.054,0.254,0.14,376875.9,No injected typology,0
NPI2000003707,Internal Medicine,West,96,6.26,231.58,1.16,0.121,0.125,0.173,0.223,0.059,0.26,-1.93,161849.58,No injected typology,0
NPI2000003708,DME Supplier,West,542,5.27,409.44,1.14,0.172,0.011,0.027,0.035,0.026,0.214,0.87,1336065.47,No injected typology,0
NPI2000003709,Internal Medicine,South,248,4.42,448.84,0.98,0.02,0.006,0.132,0.058,0.184,0.402,0.97,483892.16,No injected typology,0
NPI2000003710,Home Health,Midwest,334,8.26,416.7,0.96,0.114,0.048,0.014,0.085,0.094,0.148,-0.48,1103518.38,No injected typology,0
NPI2000003711,Home Health,West,35,7.89,269.26,0.96,0.127,0.085,0.165,0.067,0.095,0.191,-1.22,71373.56,No injected typology,0
NPI2000003712,DME Supplier,Midwest,171,6.14,328.99,0.99,0.106,0.037,0.242,0.108,0.146,0.639,0.4,343052.84,No injected typology,0
NPI2000003713,Cardiology,South,219,7.72,320.19,1.05,0.218,0.088,0.167,0.179,0.208,0.183,-0.02,567132.1,No injected typology,0
NPI2000003714,Pain Management,South,173,6.1,577.11,0.84,0.212,0.031,0.069,0.139,0.139,0.243,-0.77,508820.18,No injected typology,0
NPI2000003715,Internal Medicine,Midwest,272,5.72,1181.82,1.06,0.16,0.016,0.173,0.005,0.057,0.334,0.45,1957170.73,No injected typology,0
NPI2000003716,Home Health,Midwest,340,4.8,320.0,0.83,0.15,0.022,0.084,0.059,0.035,0.113,-0.58,432204.98,No injected typology,0
NPI2000003717,Radiology,Midwest,254,7.43,711.96,1.09,0.19,0.098,0.074,0.017,0.033,0.135,0.71,1468729.38,No injected typology,0
NPI2000003718,Internal Medicine,South,89,5.5,208.07,1.27,0.238,0.004,0.115,0.112,0.037,0.085,-1.06,129124.99,No injected typology,0
NPI2000003719,Oncology,West,62,5.93,552.89,0.62,0.105,0.004,0.224,0.125,0.075,0.184,0.1,125616.37,No injected typology,0
NPI2000003720,Internal Medicine,South,145,7.33,127.46,0.96,0.04,0.013,0.235,0.028,0.204,0.432,-0.49,130248.09,No injected typology,0
NPI2000003721,Oncology,Northeast,60,8.05,249.23,1.23,0.117,0.05,0.093,0.042,0.088,0.222,-0.64,147874.2,No injected typology,0
NPI2000003722,Oncology,South,161,3.63,257.49,0.99,0.164,0.006,0.067,0.055,0.265,0.224,0.93,149322.88,No injected typology,0
NPI2000003723,Orthopedics,Northeast,439,6.47,218.8,0.76,0.018,0.071,0.071,0.059,0.09,0.163,-0.22,470294.63,No injected typology,0
NPI2000003724,Lab,South,101,7.17,458.56,0.57,0.243,0.073,0.074,0.107,0.075,0.136,1.12,189728.13,No injected typology,0
NPI2000003725,DME Supplier,West,278,7.02,825.88,0.97,0.211,0.006,0.144,0.079,0.13,0.194,1.76,1564478.51,No injected typology,0
NPI2000003726,Cardiology,South,234,3.07,338.36,1.06,0.198,0.013,0.072,0.003,0.364,0.151,-0.2,257173.53,No injected typology,0
NPI2000003727,Home Health,South,126,6.95,315.75,0.95,0.087,0.004,0.094,0.103,0.054,0.319,-0.89,261649.93,No injected typology,0
NPI2000003728,Orthopedics,West,161,5.13,741.86,0.78,0.222,0.009,0.007,0.001,0.161,0.206,1.42,476378.39,No injected typology,0
NPI2000003729,Internal Medicine,South,87,7.6,516.04,1.13,0.155,0.085,0.027,0.146,0.023,0.118,0.42,385678.7,No injected typology,0
NPI2000003730,Radiology,Northeast,161,8.5,299.13,0.64,0.1,0.06,0.306,0.02,0.187,0.141,-1.21,262132.25,No injected typology,0
NPI2000003731,Internal Medicine,West,245,5.95,195.0,1.04,0.217,0.022,0.042,0.041,0.124,0.065,-0.94,295319.75,No injected typology,0
NPI2000003732,Oncology,Northeast,107,7.3,632.82,1.04,0.161,0.019,0.19,0.081,0.113,0.201,0.97,515605.64,No injected typology,0
NPI2000003733,Internal Medicine,South,158,5.22,369.03,0.85,0.275,0.005,0.063,0.002,0.04,0.258,-0.07,258979.44,No injected typology,0
NPI2000003734,Orthopedics,Northeast,135,7.36,662.7,0.86,0.205,0.03,0.019,0.003,0.103,0.518,-0.21,569111.92,No injected typology,0
NPI2000003735,Lab,South,285,7.32,324.4,0.62,0.569,0.052,0.081,0.189,0.086,0.475,0.5,420437.85,No injected typology,0
NPI2000003736,Lab,Northeast,383,6.02,411.3,0.8,0.386,0.049,0.085,0.692,0.022,0.151,-0.19,755400.42,Impossible frequency,1
NPI2000003737,Orthopedics,South,112,6.45,352.68,0.93,0.244,0.04,0.171,0.062,0.179,0.586,-0.65,235658.74,No injected typology,0
NPI2000003738,Home Health,South,86,4.46,313.66,0.96,0.261,0.02,0.076,0.142,0.048,0.525,-0.46,116005.29,No injected typology,0
NPI2000003739,Oncology,South,211,5.52,532.54,1.04,0.036,0.021,0.189,0.187,0.215,0.271,-0.84,643186.31,No injected typology,0
NPI2000003740,Cardiology,Northeast,146,2.28,257.19,0.86,0.254,0.016,0.028,0.03,0.054,0.641,-0.5,73969.0,No injected typology,0
NPI2000003741,Cardiology,West,191,6.92,939.68,0.93,0.424,0.06,0.052,0.086,0.127,0.375,1.5,1155011.74,No injected typology,0
NPI2000003742,Internal Medicine,Midwest,290,6.18,534.89,0.81,0.173,0.02,0.074,0.758,0.025,0.16,-1.73,775753.93,Impossible frequency,1
NPI2000003743,Home Health,West,180,2.6,286.63,0.93,0.128,0.063,0.092,0.027,0.108,0.052,0.44,125318.62,No injected typology,0
NPI2000003744,Home Health,South,238,4.88,399.52,1.26,0.268,0.466,0.165,0.123,0.148,0.159,0.76,586187.77,Duplicate billing,1
NPI2000003745,Internal Medicine,Northeast,67,5.39,723.85,1.03,0.308,0.019,0.049,0.375,0.074,0.346,-0.29,270048.57,No injected typology,0
NPI2000003746,Radiology,West,136,8.35,219.37,1.02,0.251,0.033,0.181,0.095,0.096,0.387,-1.67,254701.09,No injected typology,0
NPI2000003747,Cardiology,West,141,5.91,812.36,1.23,0.222,0.121,0.079,0.137,0.288,0.182,-0.46,834701.08,No injected typology,0
NPI2000003748,DME Supplier,Midwest,192,6.73,311.1,1.04,0.547,0.095,0.069,0.049,0.148,0.091,0.83,419746.08,No injected typology,0
NPI2000003749,DME Supplier,Midwest,177,6.57,456.89,1.18,0.202,0.063,0.108,0.147,0.094,0.33,0.42,625491.39,No injected typology,0
NPI2000003750,DME Supplier,West,145,4.01,277.56,1.22,0.292,0.038,0.241,0.035,0.176,0.141,-0.92,196652.37,No injected typology,0
NPI2000003751,DME Supplier,Northeast,67,6.43,343.76,0.62,0.298,0.066,0.182,0.017,0.016,0.24,-0.82,92331.12,No injected typology,0
NPI2000003752,Orthopedics,Northeast,202,8.28,303.31,1.35,0.179,0.018,0.082,0.221,0.092,0.186,0.75,686567.44,No injected typology,0
NPI2000003753,Radiology,South,240,7.29,545.71,0.66,0.139,0.384,0.077,0.068,0.278,0.315,0.01,630383.94,Duplicate billing,1
NPI2000003754,Cardiology,West,136,4.09,450.85,1.21,0.21,0.05,0.273,0.177,0.114,0.34,0.42,303495.82,No injected typology,0
NPI2000003755,Lab,Midwest,181,4.57,524.14,1.05,0.173,0.049,0.064,0.166,0.089,0.059,1.81,454847.11,No injected typology,0
NPI2000003756,Orthopedics,Northeast,122,7.03,280.64,0.73,0.061,0.046,0.051,0.026,0.226,0.282,-0.5,175073.49,No injected typology,0
NPI2000003757,Radiology,West,95,9.3,427.68,0.83,0.092,0.048,0.236,0.126,0.182,0.215,0.36,312142.43,No injected typology,0
NPI2000003758,Home Health,Northeast,116,4.3,657.61,0.91,0.34,0.129,0.12,0.075,0.092,0.279,-0.1,297629.37,No injected typology,0
NPI2000003759,Pain Management,Northeast,74,6.29,415.87,0.55,0.276,0.018,0.044,0.029,0.162,0.348,0.65,106456.34,No injected typology,0
NPI2000003760,Pain Management,Midwest,114,8.96,380.36,0.93,0.213,0.009,0.257,0.042,0.186,0.089,-0.34,360890.65,No injected typology,0
NPI2000003761,DME Supplier,West,49,6.81,293.66,0.95,0.187,0.027,0.148,0.053,0.285,0.14,0.6,92746.87,No injected typology,0
NPI2000003762,Orthopedics,South,178,7.41,245.35,0.96,0.099,0.007,0.106,0.013,0.115,0.261,-0.15,311250.78,No injected typology,0
NPI2000003763,DME Supplier,West,343,4.76,1043.95,1.16,0.162,0.029,0.1,0.003,0.478,0.196,2.23,1982126.71,DME aberrancy,1
NPI2000003764,Pain Management,South,235,4.73,438.73,1.05,0.171,0.128,0.069,0.024,0.127,0.172,0.29,511994.87,No injected typology,0
NPI2000003765,Lab,Midwest,148,3.02,399.46,1.21,0.49,0.018,0.054,0.171,0.023,0.171,1.38,216524.04,No injected typology,0
NPI2000003766,Cardiology,South,122,7.63,431.31,1.02,0.414,0.032,0.42,0.139,0.095,0.235,1.07,410089.74,No injected typology,0
NPI2000003767,Radiology,South,63,7.23,313.84,1.11,0.303,0.13,0.177,0.079,0.029,0.109,0.55,158444.6,No injected typology,0
