policy_id,exposure,area,region,vehicle_power,vehicle_age,driver_age,bonus_malus,density,vehicle_brand,claim_count,claim_amount,annualized_loss_cost,material_loss_flag,renewal_period
POL107664,0.453,C,South,9,3.3,46,130,3337,B6,0,0.0,0.0,1,Prior Year
POL107665,0.477,E,Metro,9,10.7,41,50,1796,B3,0,0.0,0.0,0,Current Year
POL107666,0.908,C,East,4,4.9,35,83,284,B6,0,0.0,0.0,0,Current Year
POL107667,0.7,D,West,14,8.4,56,50,797,B4,0,0.0,0.0,0,Current Year
POL107668,0.97,B,Metro,10,6.0,51,68,65,B2,0,0.0,0.0,0,Current Year
POL107669,0.406,D,West,5,2.5,31,60,345,B6,0,0.0,0.0,0,Current Year
POL107670,0.689,F,West,5,11.0,40,52,2245,B5,0,0.0,0.0,1,Current Year
POL107671,0.7,C,North,8,11.1,32,126,530,B4,1,5520.08,7885.82,1,Current Year
POL107672,0.278,E,West,6,6.4,33,93,1712,B7,0,0.0,0.0,1,Prior Year
POL107673,0.72,F,West,6,18.8,43,128,1164,B7,0,0.0,0.0,1,Current Year
POL107674,0.538,D,North,10,7.2,31,93,1499,B3,0,0.0,0.0,1,Prior Year
POL107675,0.572,C,Central,10,1.7,54,68,395,B4,0,0.0,0.0,0,Current Year
POL107676,0.389,C,North,8,2.0,45,50,731,B3,0,0.0,0.0,0,Prior Year
POL107677,0.696,A,North,4,13.0,34,98,2185,B2,0,0.0,0.0,0,Prior Year
POL107678,0.755,C,East,5,1.1,35,58,400,B2,0,0.0,0.0,0,Prior Year
POL107679,0.919,B,East,10,3.8,53,73,440,B6,0,0.0,0.0,0,Prior Year
POL107680,0.881,B,Metro,13,8.8,38,55,266,B3,0,0.0,0.0,0,Prior Year
POL107681,0.985,C,East,10,9.7,45,112,765,B6,0,0.0,0.0,1,Current Year
POL107682,0.982,B,North,14,9.0,41,50,809,B7,0,0.0,0.0,0,Prior Year
POL107683,0.775,E,Central,11,25.0,56,55,204,B7,0,0.0,0.0,0,Prior Year
POL107684,0.461,C,Central,6,6.9,44,111,668,B3,0,0.0,0.0,0,Current Year
POL107685,0.655,D,Metro,8,11.8,46,90,1486,B5,0,0.0,0.0,0,Current Year
POL107686,0.313,A,Central,7,7.4,44,67,455,B4,0,0.0,0.0,0,Current Year
POL107687,0.675,E,Central,5,16.7,42,81,143,B4,0,0.0,0.0,0,Prior Year
POL107688,0.479,B,Metro,11,15.7,18,81,13,B5,0,0.0,0.0,0,Prior Year
POL107689,0.652,B,South,12,14.8,28,56,162,B1,0,0.0,0.0,0,Prior Year
POL107690,0.813,D,South,6,3.7,22,86,1396,B4,0,0.0,0.0,1,Prior Year
POL107691,0.295,E,Central,8,19.9,53,50,287,B7,0,0.0,0.0,0,Current Year
POL107692,0.907,D,Central,12,18.4,38,55,735,B1,0,0.0,0.0,0,Current Year
POL107693,0.278,C,North,9,12.0,43,50,1747,B5,0,0.0,0.0,0,Current Year
POL107694,0.617,B,North,8,13.7,40,104,235,B6,0,0.0,0.0,0,Prior Year
POL107695,0.414,A,North,8,10.6,44,50,1650,B2,0,0.0,0.0,0,Prior Year
POL107696,0.279,B,Metro,7,9.7,40,63,1413,B5,0,0.0,0.0,0,Prior Year
POL107697,0.61,B,Metro,8,14.7,58,69,2900,B6,0,0.0,0.0,0,Prior Year
POL107698,0.446,C,South,7,2.6,50,67,332,B4,0,0.0,0.0,0,Prior Year
POL107699,0.31,D,East,7,4.0,44,60,132,B3,0,0.0,0.0,0,Current Year
POL107700,0.868,D,East,7,22.8,46,79,1941,B3,0,0.0,0.0,0,Current Year
POL107701,0.434,B,Coastal,13,3.3,39,50,396,B6,0,0.0,0.0,0,Prior Year
POL107702,0.954,C,Metro,15,11.4,47,93,187,B5,0,0.0,0.0,0,Current Year
POL107703,0.706,E,South,8,8.8,47,97,2278,B3,0,0.0,0.0,1,Current Year
POL107704,0.516,C,Central,7,12.3,59,110,193,B6,0,0.0,0.0,0,Current Year
POL107705,0.295,B,East,9,2.8,41,90,224,B1,0,0.0,0.0,0,Prior Year
POL107706,0.892,E,Coastal,11,6.8,62,67,370,B3,0,0.0,0.0,1,Current Year
POL107707,0.332,B,Metro,7,6.3,61,50,3059,B2,0,0.0,0.0,1,Prior Year
POL107708,0.832,F,East,8,6.8,58,68,2941,B1,0,0.0,0.0,1,Current Year
POL107709,0.646,D,South,5,3.0,58,142,170,B3,0,0.0,0.0,1,Current Year
POL107710,0.592,B,South,6,15.2,65,66,4282,B2,0,0.0,0.0,0,Prior Year
POL107711,0.31,A,East,12,4.8,32,64,3317,B1,0,0.0,0.0,0,Prior Year
POL107712,0.565,B,North,8,8.2,35,50,301,B2,0,0.0,0.0,0,Current Year
POL107713,0.262,F,East,9,9.0,53,112,973,B5,0,0.0,0.0,1,Prior Year
POL107714,0.822,F,West,12,1.4,37,50,1839,B5,1,20122.25,24468.65,1,Prior Year
POL107715,0.78,C,Metro,10,9.5,56,64,387,B1,0,0.0,0.0,0,Prior Year
POL107716,0.352,B,Metro,7,9.8,45,70,340,B2,0,0.0,0.0,0,Prior Year
POL107717,0.632,C,West,7,3.3,52,85,825,B2,0,0.0,0.0,0,Prior Year
POL107718,0.384,E,Coastal,7,3.6,30,73,578,B5,0,0.0,0.0,0,Current Year
POL107719,0.784,C,North,5,25.0,39,50,156,B3,0,0.0,0.0,0,Prior Year
POL107720,0.392,A,North,8,8.3,35,109,438,B6,0,0.0,0.0,0,Prior Year
POL107721,0.38,C,Central,13,8.0,37,52,486,B5,0,0.0,0.0,0,Prior Year
POL107722,0.463,F,East,7,4.4,52,65,105,B1,0,0.0,0.0,0,Prior Year
POL107723,0.979,A,East,7,15.8,50,57,242,B1,0,0.0,0.0,0,Prior Year
POL107724,0.864,B,Central,7,5.1,29,75,4412,B2,0,0.0,0.0,0,Prior Year
POL107725,0.552,E,Coastal,12,2.5,40,90,369,B2,0,0.0,0.0,1,Prior Year
POL107726,0.846,D,East,5,5.8,24,108,169,B6,0,0.0,0.0,1,Prior Year
POL107727,0.521,F,Metro,8,4.9,47,94,1293,B5,0,0.0,0.0,1,Prior Year
POL107728,0.391,A,Metro,12,12.5,68,97,273,B6,0,0.0,0.0,0,Current Year
POL107729,0.923,C,Central,9,14.0,42,81,168,B2,0,0.0,0.0,0,Prior Year
POL107730,0.277,C,West,6,4.8,43,50,284,B7,0,0.0,0.0,0,Current Year
POL107731,0.845,D,North,7,11.6,49,55,256,B2,0,0.0,0.0,0,Current Year
POL107732,0.97,B,South,13,14.2,58,80,201,B2,0,0.0,0.0,0,Current Year
POL107733,0.313,D,South,7,2.5,26,72,241,B4,0,0.0,0.0,0,Current Year
POL107734,0.894,F,East,8,5.1,37,106,729,B2,1,1382.93,1546.13,0,Current Year
POL107735,0.835,B,Metro,13,17.0,53,81,873,B2,0,0.0,0.0,1,Prior Year
POL107736,0.282,F,East,5,10.7,36,93,388,B7,0,0.0,0.0,1,Current Year
POL107737,0.583,C,East,5,8.2,56,76,293,B3,1,1879.47,3223.1,0,Current Year
POL107738,0.445,E,East,6,3.8,49,80,1054,B6,0,0.0,0.0,0,Prior Year
POL107739,0.538,D,Metro,9,6.3,48,58,1573,B4,0,0.0,0.0,1,Prior Year
POL107740,0.536,E,West,8,14.9,23,71,492,B4,0,0.0,0.0,1,Current Year
POL107741,0.546,E,South,7,6.2,51,106,286,B3,1,1948.96,3570.22,0,Prior Year
POL107742,0.257,C,West,14,6.3,43,90,1793,B5,0,0.0,0.0,0,Current Year
POL107743,0.453,B,East,8,4.2,38,88,958,B4,0,0.0,0.0,0,Prior Year
POL107744,0.468,B,West,11,7.2,36,50,1060,B5,0,0.0,0.0,0,Prior Year
POL107745,0.737,B,East,9,24.4,19,84,5115,B5,0,0.0,0.0,0,Current Year
POL107746,0.772,A,South,8,11.0,31,50,102,B6,0,0.0,0.0,0,Current Year
POL107747,0.813,F,East,7,2.6,61,74,380,B4,1,1049.94,1291.71,0,Current Year
POL107748,0.728,D,South,8,19.2,53,104,230,B4,0,0.0,0.0,1,Prior Year
POL107749,0.921,B,Metro,4,25.0,29,50,1569,B6,0,0.0,0.0,0,Prior Year
POL107750,0.667,C,Coastal,8,9.8,65,96,346,B4,0,0.0,0.0,0,Prior Year
POL107751,0.485,B,South,6,13.9,62,87,439,B1,0,0.0,0.0,0,Prior Year
POL107752,0.28,F,South,15,2.3,65,93,402,B6,0,0.0,0.0,1,Current Year
POL107753,0.795,F,East,7,10.5,50,85,679,B5,0,0.0,0.0,0,Prior Year
POL107754,0.672,C,Central,10,5.0,36,50,2123,B1,0,0.0,0.0,0,Prior Year
POL107755,0.373,F,Coastal,8,3.4,55,63,352,B1,0,0.0,0.0,0,Prior Year
POL107756,0.634,A,Central,6,2.1,44,50,910,B4,0,0.0,0.0,0,Current Year
POL107757,0.958,D,Coastal,9,4.0,56,94,533,B3,0,0.0,0.0,0,Prior Year
POL107758,0.704,B,Metro,9,2.5,44,79,59,B1,0,0.0,0.0,0,Current Year
POL107759,0.482,F,North,8,10.4,54,50,1379,B2,0,0.0,0.0,0,Prior Year
POL107760,0.855,A,West,7,3.8,57,83,217,B3,0,0.0,0.0,0,Current Year
POL107761,0.546,C,Coastal,11,3.9,53,50,306,B1,0,0.0,0.0,0,Prior Year
POL107762,0.261,D,Central,7,25.0,58,94,2780,B1,0,0.0,0.0,1,Current Year
POL107763,0.31,B,West,10,4.9,54,122,90,B2,0,0.0,0.0,0,Prior Year
POL107764,0.971,D,North,11,17.3,39,114,53,B2,0,0.0,0.0,0,Prior Year
POL107765,0.32,D,Metro,14,9.0,53,62,40,B1,0,0.0,0.0,0,Prior Year
POL107766,0.838,E,West,8,15.1,64,53,111,B2,0,0.0,0.0,0,Prior Year
POL107767,0.273,F,East,7,7.9,70,52,126,B2,0,0.0,0.0,0,Prior Year
POL107768,0.568,B,West,14,4.1,37,86,2132,B7,0,0.0,0.0,1,Current Year
POL107769,0.462,B,West,10,14.7,47,112,528,B4,0,0.0,0.0,1,Current Year
POL107770,0.508,B,South,12,6.7,47,101,1441,B3,1,3620.2,7125.87,1,Prior Year
POL107771,0.318,C,Coastal,11,5.3,34,50,786,B2,0,0.0,0.0,0,Current Year
POL107772,0.551,E,Metro,10,0.7,56,64,756,B1,0,0.0,0.0,0,Prior Year
POL107773,0.819,E,Central,8,13.0,34,55,425,B4,0,0.0,0.0,0,Prior Year
POL107774,0.644,F,Metro,7,8.3,48,100,92,B6,0,0.0,0.0,1,Prior Year
POL107775,0.349,B,East,12,10.1,44,80,575,B2,0,0.0,0.0,0,Current Year
POL107776,0.854,C,Coastal,14,5.7,39,111,964,B4,0,0.0,0.0,1,Prior Year
POL107777,0.903,F,Central,5,10.5,27,67,1142,B5,0,0.0,0.0,0,Current Year
POL107778,0.592,C,North,11,6.4,53,84,20,B2,0,0.0,0.0,0,Prior Year
POL107779,0.519,D,South,6,10.6,52,76,5511,B2,0,0.0,0.0,1,Current Year
POL107780,0.263,E,Coastal,14,5.3,55,101,24,B1,0,0.0,0.0,0,Current Year
POL107781,0.303,B,East,7,19.0,38,88,139,B5,0,0.0,0.0,0,Current Year
POL107782,0.531,D,East,9,23.7,60,53,345,B7,0,0.0,0.0,0,Prior Year
POL107783,0.335,B,West,12,7.7,46,91,432,B5,0,0.0,0.0,0,Prior Year
POL107784,0.977,C,West,6,14.5,43,79,358,B4,0,0.0,0.0,0,Prior Year
POL107785,0.733,F,East,8,4.7,66,50,3718,B3,0,0.0,0.0,1,Prior Year
POL107786,0.485,B,Coastal,8,9.1,27,97,292,B1,1,660.98,1363.88,0,Prior Year
POL107787,0.689,E,South,8,2.6,47,63,734,B4,0,0.0,0.0,0,Current Year
POL107788,0.376,D,Coastal,7,12.7,63,78,3118,B2,0,0.0,0.0,0,Prior Year
POL107789,0.938,A,Metro,7,3.8,47,80,2135,B7,0,0.0,0.0,0,Prior Year
POL107790,0.626,B,North,11,4.5,28,93,419,B1,0,0.0,0.0,0,Prior Year
POL107791,0.775,C,West,7,10.7,39,105,742,B3,0,0.0,0.0,1,Prior Year
POL107792,0.387,D,East,7,1.9,67,73,961,B5,0,0.0,0.0,0,Prior Year
POL107793,0.605,E,Coastal,8,12.7,30,52,802,B6,0,0.0,0.0,0,Current Year
POL107794,0.785,C,West,10,3.4,20,78,1458,B7,0,0.0,0.0,1,Current Year
POL107795,0.541,C,West,11,15.1,48,93,106,B6,0,0.0,0.0,0,Prior Year
POL107796,0.299,F,North,11,2.4,41,73,838,B1,0,0.0,0.0,0,Current Year
POL107797,0.602,A,South,6,7.4,49,50,2256,B4,0,0.0,0.0,0,Current Year
POL107798,0.868,C,South,13,6.0,48,50,271,B6,0,0.0,0.0,0,Prior Year
POL107799,0.597,E,Metro,5,2.3,32,88,265,B7,0,0.0,0.0,1,Prior Year
POL107800,0.985,B,South,9,11.6,40,62,1107,B4,0,0.0,0.0,0,Current Year
POL107801,0.67,E,East,12,8.2,22,64,656,B6,0,0.0,0.0,0,Current Year
POL107802,0.912,D,Metro,10,7.2,41,50,123,B6,0,0.0,0.0,1,Prior Year
POL107803,0.274,B,Coastal,10,8.8,31,62,87,B7,0,0.0,0.0,0,Prior Year
POL107804,0.724,D,Metro,5,5.7,50,88,647,B7,1,8711.88,12041.0,1,Prior Year
POL107805,0.633,D,Coastal,5,8.6,35,88,220,B6,0,0.0,0.0,1,Current Year
POL107806,0.518,A,Central,13,6.8,55,50,87,B2,0,0.0,0.0,0,Current Year
POL107807,0.927,B,East,6,7.2,70,76,792,B3,0,0.0,0.0,0,Current Year
POL107808,0.319,A,North,10,6.9,39,71,1136,B2,0,0.0,0.0,0,Current Year
POL107809,0.615,B,Metro,15,7.0,57,87,530,B2,0,0.0,0.0,1,Prior Year
POL107810,0.48,D,Central,9,9.4,33,58,927,B7,1,2745.33,5721.07,0,Prior Year
POL107811,0.97,C,East,13,25.0,47,78,1044,B3,0,0.0,0.0,0,Current Year
POL107812,0.836,B,South,11,11.6,52,102,394,B4,1,1349.72,1614.01,0,Current Year
POL107813,0.401,D,West,5,5.2,33,86,561,B3,1,19936.9,49775.17,1,Prior Year
POL107814,0.346,A,North,7,4.1,31,95,707,B6,0,0.0,0.0,0,Prior Year
POL107815,0.268,B,North,7,8.2,69,63,491,B5,0,0.0,0.0,0,Prior Year
POL107816,0.385,D,Central,11,14.1,42,89,570,B6,0,0.0,0.0,0,Prior Year
POL107817,0.947,C,Central,6,14.2,65,71,6357,B4,0,0.0,0.0,0,Prior Year
POL107818,0.905,A,South,5,5.7,20,80,618,B3,0,0.0,0.0,0,Prior Year
POL107819,0.85,B,East,8,9.7,53,50,3677,B4,0,0.0,0.0,0,Current Year
POL107820,0.55,C,Central,9,8.4,57,60,384,B1,0,0.0,0.0,0,Current Year
POL107821,0.611,C,West,14,6.9,88,86,134,B1,0,0.0,0.0,0,Current Year
POL107822,0.681,D,East,6,15.5,40,52,69,B4,0,0.0,0.0,0,Current Year
POL107823,0.858,D,South,14,11.0,49,113,528,B3,0,0.0,0.0,1,Prior Year
POL107824,0.253,C,West,5,3.1,31,57,296,B4,0,0.0,0.0,0,Current Year
POL107825,0.386,F,Central,13,2.9,44,60,517,B2,0,0.0,0.0,1,Prior Year
POL107826,0.686,C,West,7,3.3,32,99,818,B6,0,0.0,0.0,0,Prior Year
POL107827,0.356,B,Metro,10,1.4,52,61,1060,B1,0,0.0,0.0,0,Prior Year
POL107828,0.954,A,Metro,4,10.2,49,68,1033,B5,0,0.0,0.0,0,Current Year
POL107829,0.283,C,Metro,7,5.4,55,98,124,B5,0,0.0,0.0,0,Prior Year
POL107830,0.98,D,Metro,7,7.4,51,50,286,B3,0,0.0,0.0,0,Current Year
POL107831,0.411,D,West,11,5.7,21,67,110,B7,0,0.0,0.0,0,Prior Year
POL107832,0.395,D,Metro,10,15.9,32,75,122,B7,0,0.0,0.0,1,Current Year
POL107833,0.568,D,Metro,13,11.4,69,83,901,B3,0,0.0,0.0,1,Current Year
POL107834,0.728,F,Coastal,9,0.2,45,91,1321,B2,0,0.0,0.0,1,Prior Year
POL107835,0.985,C,South,6,7.7,76,112,3163,B5,0,0.0,0.0,1,Prior Year
POL107836,0.607,F,Metro,14,4.2,48,119,3611,B4,0,0.0,0.0,1,Current Year
POL107837,0.924,E,Central,8,5.5,57,67,1143,B6,0,0.0,0.0,0,Current Year
POL107838,0.918,B,Central,6,5.3,56,58,54,B1,0,0.0,0.0,0,Prior Year
POL107839,0.988,C,East,11,6.5,53,88,2958,B4,0,0.0,0.0,1,Current Year
POL107840,0.52,D,West,10,3.6,34,50,1940,B6,0,0.0,0.0,0,Prior Year
POL107841,0.606,B,North,15,8.3,55,79,1088,B7,0,0.0,0.0,1,Prior Year
POL107842,0.266,E,South,9,18.1,19,64,492,B3,0,0.0,0.0,0,Current Year
POL107843,0.538,E,East,13,8.1,43,50,307,B1,0,0.0,0.0,0,Prior Year
POL107844,0.515,D,Coastal,11,13.9,21,61,1023,B1,0,0.0,0.0,1,Prior Year
POL107845,0.343,B,South,9,2.5,48,101,1004,B6,0,0.0,0.0,0,Current Year
POL107846,0.874,D,Metro,7,10.3,64,54,2000,B3,0,0.0,0.0,0,Prior Year
POL107847,0.459,E,Metro,8,7.7,33,53,410,B4,0,0.0,0.0,0,Current Year
POL107848,0.348,D,East,7,1.7,42,50,545,B1,0,0.0,0.0,0,Current Year
POL107849,0.337,B,East,14,8.4,55,94,66,B5,0,0.0,0.0,0,Current Year
POL107850,0.268,F,West,12,15.3,53,72,394,B5,0,0.0,0.0,1,Prior Year
POL107851,0.816,C,Metro,7,6.7,55,82,257,B5,1,1504.66,1843.03,0,Current Year
POL107852,0.649,E,Metro,5,2.1,61,50,149,B3,0,0.0,0.0,0,Prior Year
POL107853,0.643,D,East,7,10.0,45,61,2003,B1,0,0.0,0.0,0,Current Year
POL107854,0.56,E,Metro,7,18.1,40,75,1293,B2,0,0.0,0.0,1,Current Year
POL107855,0.973,B,Central,8,1.1,38,115,1351,B6,0,0.0,0.0,0,Current Year
POL107856,0.534,A,Metro,8,4.6,50,90,2681,B6,0,0.0,0.0,1,Current Year
POL107857,0.606,E,East,4,10.3,54,77,2709,B6,0,0.0,0.0,1,Prior Year
POL107858,0.768,D,West,7,25.0,52,58,768,B3,0,0.0,0.0,0,Prior Year
POL107859,0.947,B,South,4,25.0,29,112,288,B6,0,0.0,0.0,0,Prior Year
POL107860,0.894,B,Metro,11,2.3,51,75,1384,B2,0,0.0,0.0,0,Current Year
POL107861,0.911,C,West,6,12.4,38,56,257,B4,0,0.0,0.0,0,Current Year
POL107862,0.387,F,East,7,23.5,39,93,87,B5,0,0.0,0.0,0,Prior Year
POL107863,0.958,B,West,9,2.3,54,94,1441,B6,0,0.0,0.0,0,Prior Year
POL107864,0.868,F,West,5,8.1,41,62,2249,B1,0,0.0,0.0,1,Prior Year
POL107865,0.497,C,Metro,9,18.2,42,50,159,B6,0,0.0,0.0,0,Prior Year
POL107866,0.854,E,Metro,6,3.6,34,105,267,B4,0,0.0,0.0,1,Current Year
POL107867,0.965,B,East,6,6.1,34,98,15,B1,0,0.0,0.0,0,Prior Year
POL107868,0.807,D,Coastal,9,13.8,29,105,3000,B5,1,13571.44,16806.93,1,Current Year
POL107869,0.804,D,West,5,1.2,49,98,806,B6,0,0.0,0.0,0,Prior Year
POL107870,0.879,E,East,13,5.1,47,93,607,B6,0,0.0,0.0,0,Prior Year
POL107871,0.909,F,North,11,13.1,42,80,1107,B2,0,0.0,0.0,1,Current Year
POL107872,0.836,D,Metro,9,6.1,56,94,936,B3,0,0.0,0.0,0,Current Year
POL107873,0.308,E,Metro,7,5.6,57,119,1480,B6,0,0.0,0.0,1,Prior Year
POL107874,0.406,B,Metro,4,13.0,71,59,711,B6,0,0.0,0.0,0,Prior Year
POL107875,0.341,B,West,6,8.5,54,64,150,B5,0,0.0,0.0,0,Prior Year
POL107876,0.599,D,South,7,3.5,41,92,14235,B4,0,0.0,0.0,1,Prior Year
POL107877,0.299,B,Metro,11,5.5,61,77,139,B3,0,0.0,0.0,0,Current Year
POL107878,0.663,B,North,13,2.6,65,81,456,B2,0,0.0,0.0,0,Current Year
POL107879,0.943,D,Metro,9,12.6,39,90,182,B3,0,0.0,0.0,0,Current Year
POL107880,0.986,A,North,10,5.5,42,50,344,B3,0,0.0,0.0,0,Current Year
POL107881,0.278,A,Metro,6,1.8,71,78,346,B2,0,0.0,0.0,0,Prior Year
POL107882,0.762,D,Coastal,12,7.3,42,86,1247,B3,0,0.0,0.0,1,Prior Year
POL107883,0.357,C,East,12,3.8,53,64,401,B7,0,0.0,0.0,0,Prior Year
POL107884,0.897,A,South,4,10.5,60,50,1866,B6,0,0.0,0.0,0,Current Year
POL107885,0.273,D,Coastal,10,7.4,41,107,417,B7,0,0.0,0.0,1,Current Year
POL107886,0.327,D,West,9,16.3,27,72,278,B2,0,0.0,0.0,0,Current Year
POL107887,0.493,C,Central,10,5.7,73,77,1404,B3,0,0.0,0.0,0,Prior Year
POL107888,0.254,A,North,10,4.7,41,50,50,B6,0,0.0,0.0,0,Prior Year
POL107889,0.747,B,East,7,3.8,61,50,714,B6,0,0.0,0.0,0,Prior Year
POL107890,0.404,E,Metro,6,10.3,42,62,2074,B2,0,0.0,0.0,0,Current Year
POL107891,0.79,B,West,12,23.5,49,55,472,B6,0,0.0,0.0,0,Current Year
POL107892,0.962,F,South,12,1.2,43,90,496,B6,0,0.0,0.0,1,Prior Year
POL107893,0.603,F,Coastal,7,5.7,24,62,1229,B2,0,0.0,0.0,1,Prior Year
POL107894,0.603,B,Central,12,23.5,39,115,332,B5,1,1133.71,1881.35,0,Prior Year
POL107895,0.997,B,Metro,11,8.0,18,92,109,B2,0,0.0,0.0,0,Prior Year
POL107896,0.485,F,Metro,8,2.5,42,87,219,B3,0,0.0,0.0,0,Current Year
POL107897,0.914,E,Coastal,4,12.2,44,88,43,B2,0,0.0,0.0,0,Current Year
POL107898,0.785,F,North,10,9.2,46,96,61,B4,1,5947.23,7577.45,1,Prior Year
POL107899,0.257,D,Metro,9,9.7,65,81,1738,B4,0,0.0,0.0,1,Prior Year
POL107900,0.473,C,North,4,16.6,63,74,316,B4,0,0.0,0.0,0,Current Year
POL107901,0.791,B,East,11,1.7,48,128,382,B5,0,0.0,0.0,1,Current Year
POL107902,0.284,B,Metro,13,11.5,18,52,838,B6,0,0.0,0.0,0,Prior Year
POL107903,0.893,D,East,6,7.6,18,94,205,B6,0,0.0,0.0,1,Current Year
POL107904,0.934,D,East,6,5.3,62,75,411,B3,0,0.0,0.0,0,Prior Year
POL107905,0.82,D,Central,7,11.0,52,87,230,B1,0,0.0,0.0,0,Current Year
POL107906,0.858,B,Metro,4,8.9,48,50,381,B6,0,0.0,0.0,0,Prior Year
POL107907,0.698,D,Central,6,5.9,41,50,302,B2,0,0.0,0.0,0,Current Year
POL107908,0.856,D,Coastal,8,7.9,31,89,105,B4,0,0.0,0.0,0,Prior Year
POL107909,0.601,C,North,11,7.8,18,97,930,B4,2,22516.17,37485.94,1,Prior Year
POL107910,0.556,A,Coastal,5,20.4,60,75,1634,B5,0,0.0,0.0,0,Current Year
POL107911,0.777,F,West,12,2.1,35,71,100,B3,0,0.0,0.0,0,Current Year
POL107912,0.599,D,Coastal,6,18.0,37,50,1519,B2,0,0.0,0.0,0,Current Year
POL107913,0.483,D,Central,10,11.3,59,50,71,B5,0,0.0,0.0,0,Current Year
POL107914,0.449,A,West,13,5.6,28,67,544,B6,0,0.0,0.0,0,Current Year
POL107915,0.578,D,Metro,5,7.5,31,107,140,B5,1,3306.99,5722.52,0,Current Year
POL107916,0.537,C,Central,10,8.3,41,80,194,B1,0,0.0,0.0,0,Current Year
POL107917,0.816,C,West,7,7.4,18,69,472,B5,0,0.0,0.0,0,Prior Year
POL107918,0.838,D,North,8,6.8,46,72,993,B3,0,0.0,0.0,0,Current Year
POL107919,0.849,F,South,6,19.2,52,93,1250,B2,1,2134.39,2514.84,1,Prior Year
POL107920,0.884,F,South,8,14.3,51,80,65,B6,0,0.0,0.0,1,Prior Year
POL107921,0.522,A,East,8,7.5,49,58,711,B3,0,0.0,0.0,0,Prior Year
POL107922,0.527,A,East,6,18.1,38,52,90,B4,0,0.0,0.0,0,Prior Year
POL107923,0.879,C,West,6,17.6,18,60,496,B5,0,0.0,0.0,0,Prior Year
POL107924,0.385,D,West,8,15.8,23,89,1227,B3,0,0.0,0.0,1,Current Year
POL107925,0.776,A,Central,9,7.7,44,78,144,B5,0,0.0,0.0,0,Current Year
POL107926,0.644,B,South,15,17.1,47,59,639,B6,0,0.0,0.0,0,Prior Year
POL107927,0.75,B,North,7,3.5,27,92,232,B4,0,0.0,0.0,0,Current Year
POL107928,0.773,C,North,5,1.2,55,71,1084,B1,0,0.0,0.0,0,Prior Year
POL107929,0.752,F,Central,8,20.5,58,53,291,B5,0,0.0,0.0,0,Prior Year
POL107930,0.426,D,East,7,4.2,53,69,47,B5,0,0.0,0.0,0,Current Year
POL107931,0.268,C,North,9,5.4,44,53,267,B2,0,0.0,0.0,0,Prior Year
POL107932,0.964,C,South,14,10.7,42,51,335,B5,0,0.0,0.0,0,Prior Year
POL107933,0.923,D,Metro,11,20.3,30,83,1244,B4,1,6320.57,6846.51,1,Current Year
POL107934,0.629,D,West,7,12.0,38,50,55,B7,1,1172.85,1865.95,0,Current Year
POL107935,0.746,C,Coastal,6,2.4,60,78,424,B1,0,0.0,0.0,0,Current Year
POL107936,0.318,D,East,9,2.5,61,72,140,B6,0,0.0,0.0,0,Current Year
POL107937,0.594,E,Coastal,6,2.6,27,63,1100,B4,0,0.0,0.0,0,Current Year
POL107938,0.691,C,Metro,11,21.9,47,123,555,B3,0,0.0,0.0,1,Current Year
POL107939,0.775,C,West,8,5.5,37,50,431,B5,0,0.0,0.0,0,Prior Year
POL107940,0.414,A,South,5,1.4,18,57,562,B6,0,0.0,0.0,0,Current Year
POL107941,0.319,B,Central,9,11.0,42,69,454,B7,0,0.0,0.0,0,Prior Year
POL107942,0.971,D,West,10,2.6,49,67,832,B1,0,0.0,0.0,0,Prior Year
POL107943,0.886,E,West,7,17.9,57,76,682,B7,0,0.0,0.0,0,Current Year
POL107944,0.384,C,West,12,8.8,35,67,1181,B4,0,0.0,0.0,0,Prior Year
POL107945,0.867,C,South,6,7.3,34,102,661,B3,0,0.0,0.0,1,Prior Year
POL107946,0.859,D,Metro,4,0.9,22,75,75,B7,0,0.0,0.0,0,Current Year
POL107947,0.386,C,South,7,3.7,37,80,859,B2,0,0.0,0.0,0,Current Year
POL107948,0.853,D,South,10,2.5,21,87,868,B3,0,0.0,0.0,1,Current Year
POL107949,0.537,B,South,13,5.8,38,50,212,B2,0,0.0,0.0,0,Current Year
POL107950,0.501,B,South,10,12.5,29,109,607,B5,0,0.0,0.0,1,Prior Year
POL107951,0.37,F,Metro,7,3.7,40,50,342,B6,0,0.0,0.0,0,Prior Year
POL107952,0.694,D,South,12,9.1,50,87,131,B3,2,2161.02,3115.76,0,Prior Year
POL107953,0.71,A,South,7,5.0,36,50,164,B4,0,0.0,0.0,0,Prior Year
POL107954,0.634,C,Central,7,6.9,67,50,638,B2,0,0.0,0.0,0,Current Year
POL107955,0.325,E,Central,9,10.2,32,85,453,B6,0,0.0,0.0,0,Prior Year
POL107956,0.847,E,North,12,5.1,34,50,588,B3,0,0.0,0.0,0,Prior Year
POL107957,0.488,F,North,9,5.4,47,89,214,B4,0,0.0,0.0,1,Prior Year
POL107958,0.448,C,South,8,25.0,39,63,1146,B1,0,0.0,0.0,1,Current Year
POL107959,0.731,A,Coastal,9,2.4,76,89,239,B6,0,0.0,0.0,0,Current Year
POL107960,0.389,E,Coastal,7,4.4,32,58,82,B4,0,0.0,0.0,0,Prior Year
